,Unnamed: 0,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
28754,28754,51,entrepreneur,divorced,tertiary,no,58,yes,no,cellular,30,jan,93,1,2,1,other,no
28755,28755,55,blue-collar,married,unknown,no,23,no,no,cellular,30,jan,143,1,2,3,other,no
28756,28756,42,management,divorced,secondary,no,640,no,no,cellular,30,jan,545,1,-1,0,unknown,no
28757,28757,49,admin.,single,secondary,no,827,yes,no,cellular,30,jan,61,1,-1,0,unknown,no
28758,28758,55,technician,married,unknown,no,851,yes,no,cellular,30,jan,138,1,270,2,failure,no
28759,28759,39,self-employed,married,tertiary,no,1492,yes,no,cellular,30,jan,227,1,189,1,failure,no
28760,28760,46,services,married,secondary,no,417,yes,no,cellular,30,jan,219,1,2,1,other,no
28761,28761,45,management,married,tertiary,no,2363,no,no,cellular,30,jan,125,1,2,1,other,no
28762,28762,54,blue-collar,married,secondary,no,285,yes,yes,telephone,30,jan,63,1,2,5,other,no
28763,28763,58,entrepreneur,married,tertiary,no,364,yes,no,cellular,30,jan,168,1,-1,0,unknown,no
28764,28764,55,unemployed,married,secondary,no,3982,no,no,cellular,30,jan,89,1,-1,0,unknown,no
28765,28765,55,retired,married,secondary,no,905,no,no,cellular,30,jan,861,1,2,1,other,no
28766,28766,56,unemployed,married,secondary,no,670,no,no,cellular,30,jan,86,1,-1,0,unknown,no
28767,28767,51,services,married,secondary,no,5699,yes,no,cellular,30,jan,436,1,270,2,failure,no
28768,28768,27,management,single,tertiary,no,1081,no,yes,cellular,30,jan,158,3,206,2,other,no
28769,28769,57,retired,married,primary,no,4908,no,no,cellular,30,jan,868,1,-1,0,unknown,no
28770,28770,32,blue-collar,single,secondary,no,604,no,no,cellular,30,jan,410,2,196,2,other,no
28771,28771,31,management,married,tertiary,no,1384,yes,no,cellular,30,jan,203,2,2,3,other,no
28772,28772,60,admin.,married,secondary,no,2552,no,yes,cellular,30,jan,255,2,2,4,other,no
28773,28773,46,technician,married,secondary,no,198,yes,no,cellular,30,jan,153,1,2,6,other,no
28774,28774,34,management,married,tertiary,no,351,no,no,cellular,30,jan,193,1,-1,0,unknown,no
28775,28775,39,housemaid,married,secondary,no,953,no,no,cellular,30,jan,23,6,232,3,other,no
28776,28776,26,admin.,single,secondary,no,187,no,no,cellular,30,jan,226,2,-1,0,unknown,no
28777,28777,27,management,single,tertiary,no,1277,no,no,cellular,30,jan,267,4,-1,0,unknown,no
28778,28778,46,blue-collar,single,secondary,no,332,no,no,cellular,30,jan,11,4,-1,0,unknown,no
28779,28779,51,technician,single,secondary,no,527,yes,no,cellular,30,jan,197,1,2,3,other,no
28780,28780,52,blue-collar,married,primary,no,109,yes,no,cellular,30,jan,177,4,248,2,failure,no
28781,28781,31,unemployed,single,secondary,no,315,no,no,cellular,30,jan,130,1,2,1,other,no
28782,28782,26,management,married,tertiary,no,265,no,no,cellular,30,jan,650,2,-1,0,unknown,no
28783,28783,33,blue-collar,single,tertiary,no,457,yes,no,cellular,30,jan,159,1,191,4,failure,no
28784,28784,53,unemployed,married,secondary,no,7,no,no,cellular,30,jan,68,2,-1,0,unknown,no
28785,28785,33,admin.,single,secondary,no,572,yes,no,cellular,30,jan,1296,2,-1,0,unknown,no
28786,28786,34,housemaid,single,primary,no,443,no,no,cellular,30,jan,10,1,2,1,other,no
28787,28787,45,services,divorced,secondary,no,-28,no,yes,cellular,30,jan,87,1,-1,0,unknown,no
28788,28788,40,self-employed,single,tertiary,no,628,no,no,cellular,30,jan,90,1,-1,0,unknown,no
28789,28789,34,technician,single,secondary,no,102,no,no,cellular,30,jan,89,1,-1,0,unknown,no
28790,28790,51,entrepreneur,single,tertiary,no,0,no,no,cellular,30,jan,643,1,-1,0,unknown,no
28791,28791,56,services,married,secondary,no,642,yes,no,cellular,30,jan,16,1,2,3,other,no
28792,28792,33,services,divorced,secondary,no,1194,yes,no,cellular,30,jan,166,1,-1,0,unknown,no
28793,28793,58,management,married,tertiary,no,911,yes,no,cellular,30,jan,49,1,-1,0,unknown,no
28794,28794,37,blue-collar,single,secondary,no,5742,yes,yes,cellular,30,jan,588,1,-1,0,unknown,no
28795,28795,36,blue-collar,married,secondary,no,160,yes,no,cellular,30,jan,344,2,-1,0,unknown,no
28796,28796,47,housemaid,married,tertiary,no,1692,yes,no,cellular,30,jan,592,1,-1,0,unknown,no
28797,28797,27,technician,single,tertiary,no,149,no,yes,cellular,30,jan,283,1,-1,0,unknown,no
28798,28798,38,unemployed,married,secondary,no,0,yes,yes,cellular,30,jan,437,1,-1,0,unknown,no
28799,28799,27,self-employed,single,secondary,no,49,yes,no,cellular,30,jan,208,2,-1,0,unknown,no
28800,28800,40,technician,married,tertiary,no,1554,no,no,cellular,30,jan,99,1,-1,0,unknown,no
28801,28801,36,services,single,secondary,no,511,yes,yes,cellular,30,jan,706,1,252,1,failure,no
28802,28802,30,management,single,tertiary,no,167,no,no,cellular,30,jan,320,2,-1,0,unknown,no
28803,28803,50,unemployed,divorced,secondary,no,717,yes,no,cellular,30,jan,113,1,-1,0,unknown,no
28804,28804,41,unemployed,married,tertiary,no,0,no,no,cellular,30,jan,81,1,-1,0,unknown,no
28805,28805,53,retired,married,primary,no,3,no,no,cellular,30,jan,114,4,-1,0,unknown,no
28806,28806,28,entrepreneur,single,tertiary,no,341,no,no,cellular,30,jan,241,1,-1,0,unknown,no
28807,28807,29,technician,married,tertiary,no,197,yes,no,cellular,30,jan,103,2,-1,0,unknown,no
28808,28808,31,technician,single,secondary,no,198,no,no,cellular,30,jan,366,4,-1,0,unknown,no
28809,28809,41,admin.,married,secondary,no,3204,no,yes,cellular,30,jan,210,2,-1,0,unknown,no
28810,28810,53,services,divorced,tertiary,no,329,no,no,cellular,30,jan,189,1,-1,0,unknown,no
28811,28811,36,technician,single,secondary,no,317,yes,no,cellular,30,jan,198,2,266,2,failure,no
28812,28812,52,management,married,tertiary,no,1355,yes,no,cellular,30,jan,131,1,241,1,failure,no
28813,28813,35,unemployed,married,secondary,no,330,no,no,cellular,30,jan,645,4,-1,0,unknown,no
28814,28814,33,blue-collar,single,secondary,no,22,no,no,cellular,30,jan,76,2,207,1,failure,no
28815,28815,36,services,married,secondary,no,238,no,no,cellular,30,jan,424,1,-1,0,unknown,no
28816,28816,33,entrepreneur,single,tertiary,no,300,yes,yes,cellular,30,jan,922,5,-1,0,unknown,yes
28817,28817,31,management,married,tertiary,no,1400,yes,no,cellular,30,jan,175,2,2,1,other,no
28818,28818,32,services,divorced,secondary,no,130,yes,no,cellular,30,jan,194,3,-1,0,unknown,no
28819,28819,38,management,married,tertiary,no,-70,yes,no,cellular,30,jan,140,1,2,3,other,no
28820,28820,26,admin.,single,secondary,no,802,no,no,cellular,30,jan,77,1,2,2,other,no
28821,28821,28,services,single,secondary,no,2992,yes,no,cellular,30,jan,337,4,-1,0,unknown,no
28822,28822,57,management,divorced,tertiary,no,2549,no,no,cellular,30,jan,456,3,197,2,failure,no
28823,28823,38,blue-collar,married,secondary,no,451,no,no,cellular,30,jan,143,1,-1,0,unknown,no
28824,28824,39,technician,married,secondary,no,-735,yes,no,cellular,30,jan,144,5,248,2,failure,no
28825,28825,45,management,married,tertiary,no,-61,no,no,cellular,30,jan,90,5,172,1,failure,no
28826,28826,26,unemployed,single,tertiary,no,370,no,no,cellular,30,jan,230,1,-1,0,unknown,no
28827,28827,51,admin.,married,secondary,no,0,yes,yes,cellular,30,jan,150,1,252,1,failure,no
28828,28828,37,services,married,secondary,no,483,yes,no,cellular,30,jan,188,1,-1,0,unknown,no
28829,28829,40,technician,single,tertiary,no,693,no,no,cellular,30,jan,427,1,-1,0,unknown,no
28830,28830,60,retired,married,secondary,no,143,no,no,telephone,30,jan,345,1,-1,0,unknown,no
28831,28831,54,technician,married,unknown,no,0,no,no,cellular,30,jan,491,1,-1,0,unknown,no
28832,28832,56,technician,married,primary,no,314,yes,yes,cellular,30,jan,108,2,2,5,other,no
28833,28833,26,technician,single,tertiary,no,152,no,no,cellular,30,jan,151,2,2,1,other,no
28834,28834,36,blue-collar,married,secondary,no,-477,yes,no,cellular,30,jan,473,2,-1,0,unknown,no
28835,28835,57,technician,married,primary,no,1276,yes,no,cellular,30,jan,44,1,200,4,failure,no
28836,28836,29,unemployed,married,secondary,no,596,no,no,cellular,30,jan,510,2,-1,0,unknown,no
28837,28837,33,technician,married,secondary,no,480,yes,no,cellular,30,jan,272,1,270,1,other,no
28838,28838,54,technician,divorced,secondary,no,1114,yes,no,cellular,30,jan,81,1,-1,0,unknown,no
28839,28839,36,admin.,single,secondary,no,133,no,no,cellular,30,jan,632,3,228,14,other,no
28840,28840,51,unemployed,married,secondary,no,636,no,no,cellular,30,jan,321,1,-1,0,unknown,no
28841,28841,53,admin.,married,secondary,no,-375,yes,no,cellular,30,jan,103,1,252,1,failure,no
28842,28842,45,blue-collar,married,unknown,no,909,yes,no,cellular,30,jan,166,1,262,1,other,no
28843,28843,56,retired,married,secondary,no,1454,no,no,telephone,30,jan,479,1,-1,0,unknown,no
28844,28844,57,management,married,tertiary,no,0,no,yes,cellular,30,jan,209,2,197,2,other,no
28845,28845,54,admin.,married,primary,no,0,yes,no,cellular,30,jan,520,3,-1,0,unknown,no
28846,28846,54,technician,divorced,secondary,no,-191,no,no,cellular,30,jan,86,1,-1,0,unknown,no
28847,28847,32,services,married,secondary,no,198,no,no,cellular,30,jan,320,2,-1,0,unknown,no
28848,28848,28,blue-collar,single,secondary,no,1285,no,no,telephone,30,jan,199,2,2,17,other,no
28849,28849,36,unemployed,single,secondary,no,605,no,no,cellular,30,jan,410,2,-1,0,unknown,no
28850,28850,45,entrepreneur,divorced,secondary,no,44,no,yes,cellular,30,jan,250,2,2,1,other,no
28851,28851,48,management,married,tertiary,no,370,yes,no,cellular,30,jan,134,2,169,2,other,no
28852,28852,32,management,married,primary,yes,-1161,yes,yes,cellular,30,jan,445,5,-1,0,unknown,no
28853,28853,27,blue-collar,single,primary,no,21,no,no,cellular,30,jan,197,4,-1,0,unknown,no
28854,28854,47,self-employed,married,secondary,no,1803,no,no,cellular,30,jan,188,2,-1,0,unknown,no
28855,28855,32,management,married,tertiary,no,943,yes,no,cellular,30,jan,402,2,2,2,other,no
28856,28856,39,management,married,secondary,no,1585,yes,no,cellular,30,jan,82,2,-1,0,unknown,no
28857,28857,33,admin.,divorced,secondary,no,961,no,no,cellular,30,jan,308,2,-1,0,unknown,no
28858,28858,32,unemployed,married,secondary,no,365,yes,no,cellular,30,jan,210,3,-1,0,unknown,no
28859,28859,37,blue-collar,divorced,secondary,no,-175,yes,no,cellular,30,jan,638,4,266,1,failure,no
28860,28860,28,blue-collar,single,primary,no,442,no,no,cellular,30,jan,157,2,-1,0,unknown,no
28861,28861,34,blue-collar,single,secondary,no,19833,yes,no,cellular,30,jan,84,4,252,1,other,no
28862,28862,53,blue-collar,married,primary,no,901,no,yes,telephone,30,jan,1431,2,-1,0,unknown,no
28863,28863,47,technician,divorced,secondary,no,1194,yes,yes,cellular,30,jan,113,3,-1,0,unknown,no
28864,28864,35,blue-collar,married,secondary,no,210,yes,no,cellular,30,jan,626,3,-1,0,unknown,no
28865,28865,49,management,single,tertiary,no,163,yes,no,cellular,30,jan,281,2,269,3,failure,no
28866,28866,30,technician,married,tertiary,no,1454,no,no,telephone,30,jan,276,3,-1,0,unknown,no
28867,28867,26,management,single,tertiary,no,800,yes,no,cellular,30,jan,405,2,-1,0,unknown,no
28868,28868,53,technician,married,tertiary,no,2336,no,no,telephone,30,jan,173,2,2,3,other,no
28869,28869,56,blue-collar,married,secondary,no,2190,no,yes,cellular,30,jan,90,2,232,1,failure,no
28870,28870,56,unemployed,married,secondary,no,972,no,no,cellular,30,jan,52,2,-1,0,unknown,no
28871,28871,26,services,single,secondary,no,512,yes,yes,cellular,30,jan,206,5,239,3,failure,no
28872,28872,59,unemployed,married,primary,no,0,no,no,cellular,30,jan,3025,2,-1,0,unknown,no
28873,28873,41,blue-collar,divorced,secondary,no,-333,yes,no,cellular,30,jan,118,3,270,2,failure,no
28874,28874,31,self-employed,married,tertiary,no,227,yes,yes,cellular,30,jan,154,6,263,3,failure,no
28875,28875,42,blue-collar,married,secondary,no,0,yes,no,cellular,30,jan,82,2,-1,0,unknown,no
28876,28876,36,admin.,divorced,tertiary,no,281,no,no,cellular,30,jan,60,2,2,1,other,no
28877,28877,51,unemployed,married,secondary,no,17418,yes,no,telephone,30,jan,237,2,-1,0,unknown,no
28878,28878,44,unemployed,married,unknown,no,1309,no,no,telephone,30,jan,262,2,-1,0,unknown,no
28879,28879,47,unemployed,divorced,secondary,no,0,no,yes,cellular,30,jan,127,2,233,8,other,no
28880,28880,34,management,married,secondary,no,243,no,no,cellular,30,jan,417,4,-1,0,unknown,no
28881,28881,31,admin.,divorced,secondary,no,217,yes,no,cellular,30,jan,1776,2,-1,0,unknown,yes
28882,28882,27,management,single,tertiary,no,0,yes,no,cellular,30,jan,323,4,-1,0,unknown,no
28883,28883,44,management,single,tertiary,no,780,yes,no,cellular,30,jan,511,2,-1,0,unknown,no
28884,28884,27,technician,single,tertiary,no,501,no,yes,telephone,30,jan,370,4,-1,0,unknown,no
28885,28885,46,blue-collar,married,primary,no,665,no,no,cellular,30,jan,89,4,235,2,failure,no
28886,28886,31,management,single,tertiary,no,358,yes,no,cellular,30,jan,68,3,256,51,failure,no
28887,28887,53,unemployed,married,secondary,no,2180,no,no,telephone,30,jan,89,3,-1,0,unknown,no
28888,28888,32,admin.,single,secondary,no,1465,no,no,telephone,30,jan,118,5,-1,0,unknown,no
28889,28889,41,technician,divorced,secondary,no,692,yes,no,cellular,30,jan,249,3,245,3,failure,no
28890,28890,30,admin.,married,secondary,no,373,yes,no,cellular,30,jan,353,2,228,4,other,no
28891,28891,40,housemaid,married,secondary,no,541,yes,no,cellular,30,jan,431,2,-1,0,unknown,no
28892,28892,59,blue-collar,married,secondary,no,2605,no,no,cellular,30,jan,85,2,-1,0,unknown,no
28893,28893,46,technician,married,tertiary,no,43,yes,no,telephone,30,jan,162,3,2,7,other,no
28894,28894,49,management,married,tertiary,no,-969,no,no,cellular,30,jan,61,2,2,1,other,no
28895,28895,35,admin.,single,secondary,no,1721,no,no,telephone,30,jan,103,3,-1,0,unknown,no
28896,28896,28,admin.,married,secondary,no,12,yes,no,cellular,30,jan,73,3,256,3,other,no
28897,28897,33,management,single,tertiary,no,1859,yes,no,cellular,30,jan,1169,4,-1,0,unknown,no
28898,28898,37,services,single,secondary,no,1534,no,no,cellular,30,jan,267,6,-1,0,unknown,no
28899,28899,30,technician,single,secondary,no,316,yes,yes,cellular,30,jan,130,2,2,2,other,no
28900,28900,49,management,married,tertiary,no,15,no,no,cellular,30,jan,166,3,2,2,other,no
28901,28901,30,blue-collar,single,secondary,no,49,no,no,cellular,30,jan,808,2,-1,0,unknown,yes
28902,28902,28,management,single,tertiary,no,2080,no,no,telephone,30,jan,399,2,2,1,other,no
28903,28903,31,unemployed,single,primary,no,163,no,no,cellular,30,jan,707,2,2,1,other,yes
28904,28904,26,services,single,secondary,no,110,no,no,cellular,30,jan,1136,2,-1,0,unknown,yes
28905,28905,31,services,single,secondary,no,295,no,no,cellular,2,feb,78,5,-1,0,unknown,no
28906,28906,66,housemaid,married,secondary,no,1929,no,no,cellular,2,feb,169,1,-1,0,unknown,no
28907,28907,33,management,married,tertiary,no,1071,no,no,cellular,2,feb,84,2,174,4,failure,no
28908,28908,57,retired,married,secondary,no,523,no,yes,cellular,2,feb,49,6,-1,0,unknown,no
28909,28909,46,management,married,tertiary,no,699,no,no,cellular,2,feb,241,1,-1,0,unknown,no
28910,28910,29,services,single,secondary,no,536,yes,no,telephone,2,feb,30,5,-1,0,unknown,no
28911,28911,43,admin.,married,secondary,no,764,yes,no,cellular,2,feb,118,1,-1,0,unknown,no
28912,28912,36,admin.,single,secondary,no,115,no,no,cellular,2,feb,225,1,-1,0,unknown,no
28913,28913,27,technician,single,secondary,no,90,no,no,cellular,2,feb,82,3,-1,0,unknown,no
28914,28914,36,blue-collar,married,secondary,no,937,yes,no,telephone,2,feb,29,4,-1,0,unknown,no
28915,28915,32,management,married,tertiary,no,71,no,no,cellular,2,feb,75,1,-1,0,unknown,no
28916,28916,29,admin.,single,secondary,no,124,no,no,cellular,2,feb,94,1,5,2,other,no
28917,28917,21,unemployed,single,secondary,no,1333,no,no,cellular,2,feb,120,1,-1,0,unknown,no
28918,28918,48,admin.,single,secondary,no,2091,no,no,cellular,2,feb,94,1,-1,0,unknown,no
28919,28919,44,self-employed,married,secondary,no,335,no,no,cellular,2,feb,105,1,-1,0,unknown,no
28920,28920,43,management,married,tertiary,no,228,yes,no,cellular,2,feb,84,1,-1,0,unknown,no
28921,28921,57,management,married,tertiary,no,8141,no,no,cellular,2,feb,37,1,-1,0,unknown,no
28922,28922,40,technician,divorced,secondary,no,0,yes,no,cellular,2,feb,67,1,-1,0,unknown,no
28923,28923,38,blue-collar,married,secondary,no,168,no,yes,cellular,2,feb,151,1,-1,0,unknown,no
28924,28924,62,technician,married,secondary,no,973,no,no,cellular,2,feb,326,1,-1,0,unknown,yes
28925,28925,36,technician,single,secondary,no,265,yes,yes,cellular,2,feb,88,1,273,1,failure,no
28926,28926,53,services,married,secondary,no,660,no,no,cellular,2,feb,210,1,272,2,failure,no
28927,28927,34,technician,single,secondary,no,258,no,no,cellular,2,feb,103,1,-1,0,unknown,no
28928,28928,39,entrepreneur,single,unknown,no,879,yes,yes,cellular,2,feb,99,1,-1,0,unknown,no
28929,28929,44,blue-collar,married,secondary,no,294,yes,no,cellular,2,feb,246,1,259,2,failure,no
28930,28930,52,management,married,tertiary,no,72,no,no,cellular,2,feb,222,1,-1,0,unknown,no
28931,28931,40,technician,single,tertiary,no,1646,yes,no,cellular,2,feb,215,1,242,2,failure,yes
28932,28932,34,unemployed,married,tertiary,no,181,yes,no,cellular,2,feb,110,1,-1,0,unknown,no
28933,28933,57,housemaid,divorced,tertiary,no,3767,no,no,cellular,2,feb,19,6,-1,0,unknown,no
28934,28934,37,management,divorced,tertiary,no,88,no,no,cellular,2,feb,608,1,-1,0,unknown,no
28935,28935,45,unemployed,married,secondary,no,2040,no,no,telephone,2,feb,803,1,-1,0,unknown,yes
28936,28936,31,management,single,tertiary,no,1130,yes,no,cellular,2,feb,181,1,264,3,failure,no
28937,28937,45,technician,divorced,secondary,no,441,yes,no,cellular,2,feb,535,1,-1,0,unknown,no
28938,28938,46,technician,married,secondary,no,700,yes,yes,cellular,2,feb,299,1,-1,0,unknown,no
28939,28939,46,technician,married,secondary,no,363,yes,no,cellular,2,feb,346,1,180,3,failure,no
28940,28940,42,blue-collar,married,secondary,no,1288,yes,no,telephone,2,feb,18,1,-1,0,unknown,no
28941,28941,55,technician,married,secondary,yes,-308,no,no,cellular,2,feb,781,1,-1,0,unknown,yes
28942,28942,60,admin.,divorced,secondary,no,4519,no,no,cellular,2,feb,152,1,-1,0,unknown,no
28943,28943,47,technician,married,secondary,no,349,yes,yes,cellular,2,feb,112,1,273,1,failure,no
28944,28944,35,management,married,tertiary,no,495,no,no,cellular,2,feb,282,1,-1,0,unknown,no
28945,28945,33,admin.,single,secondary,no,79,no,no,cellular,2,feb,674,1,-1,0,unknown,no
28946,28946,43,admin.,married,secondary,no,877,yes,no,cellular,2,feb,135,1,-1,0,unknown,no
28947,28947,61,retired,married,secondary,no,0,no,no,cellular,2,feb,75,1,-1,0,unknown,no
28948,28948,37,blue-collar,married,primary,no,89,yes,no,cellular,2,feb,393,1,245,4,failure,no
28949,28949,59,retired,divorced,tertiary,no,979,yes,no,cellular,2,feb,281,1,-1,0,unknown,no
28950,28950,40,management,married,tertiary,no,432,yes,yes,cellular,2,feb,101,1,-1,0,unknown,no
28951,28951,45,blue-collar,married,secondary,no,196,yes,no,cellular,2,feb,91,1,-1,0,unknown,no
28952,28952,33,management,single,tertiary,no,361,yes,no,cellular,2,feb,81,1,-1,0,unknown,no
28953,28953,22,student,single,secondary,no,2162,no,no,telephone,2,feb,168,1,-1,0,unknown,no
28954,28954,37,unemployed,married,primary,no,941,no,no,cellular,2,feb,280,1,-1,0,unknown,no
28955,28955,34,management,married,tertiary,no,0,no,no,cellular,2,feb,327,1,-1,0,unknown,no
28956,28956,32,admin.,single,secondary,no,1,no,no,cellular,2,feb,75,1,208,1,failure,no
28957,28957,38,technician,married,secondary,no,20,no,no,cellular,2,feb,147,1,-1,0,unknown,no
28958,28958,22,student,single,secondary,no,148,no,no,cellular,2,feb,928,1,-1,0,unknown,no
28959,28959,55,management,divorced,tertiary,no,446,no,no,cellular,2,feb,159,1,-1,0,unknown,no
28960,28960,48,services,married,secondary,no,1555,no,no,cellular,2,feb,121,1,-1,0,unknown,no
28961,28961,50,admin.,married,secondary,no,-185,no,no,cellular,2,feb,97,1,-1,0,unknown,no
28962,28962,48,blue-collar,single,secondary,no,-269,no,no,cellular,2,feb,167,1,263,3,other,no
28963,28963,46,services,divorced,secondary,no,-179,no,no,cellular,2,feb,151,1,214,2,failure,no
28964,28964,53,management,married,secondary,no,-264,no,yes,cellular,2,feb,150,1,-1,0,unknown,no
28965,28965,62,retired,married,secondary,no,1495,no,no,cellular,2,feb,265,1,-1,0,unknown,yes
28966,28966,40,management,married,tertiary,no,572,no,no,cellular,2,feb,133,3,5,2,other,no
28967,28967,47,technician,divorced,secondary,no,129,no,no,cellular,2,feb,110,2,222,2,failure,no
28968,28968,36,services,married,secondary,no,812,yes,yes,cellular,2,feb,138,2,-1,0,unknown,no
28969,28969,29,technician,single,tertiary,no,2325,no,no,cellular,2,feb,125,1,-1,0,unknown,yes
28970,28970,37,services,single,secondary,no,21,yes,no,cellular,2,feb,96,1,271,2,other,no
28971,28971,39,admin.,divorced,secondary,no,7,yes,no,cellular,2,feb,550,1,-1,0,unknown,no
28972,28972,26,management,single,tertiary,no,212,no,no,cellular,2,feb,62,1,-1,0,unknown,no
28973,28973,38,blue-collar,married,secondary,no,757,yes,no,cellular,2,feb,133,1,272,1,failure,no
28974,28974,38,management,married,tertiary,no,1198,yes,no,cellular,2,feb,63,1,-1,0,unknown,no
28975,28975,56,services,divorced,secondary,no,218,yes,no,cellular,2,feb,113,2,249,2,failure,no
28976,28976,37,blue-collar,married,secondary,no,520,yes,no,cellular,2,feb,54,1,255,2,failure,no
28977,28977,47,management,single,tertiary,no,86,no,no,cellular,2,feb,1086,1,-1,0,unknown,yes
28978,28978,31,technician,single,secondary,no,118,no,no,cellular,2,feb,50,1,-1,0,unknown,no
28979,28979,55,housemaid,married,secondary,no,5,no,no,cellular,2,feb,269,1,206,2,failure,no
28980,28980,36,admin.,married,secondary,no,-206,yes,no,cellular,2,feb,122,1,-1,0,unknown,no
28981,28981,50,unemployed,divorced,unknown,no,1088,no,no,cellular,2,feb,749,1,-1,0,unknown,yes
28982,28982,45,admin.,married,secondary,no,1097,yes,yes,cellular,2,feb,174,1,208,1,failure,no
28983,28983,39,blue-collar,married,unknown,no,0,no,no,cellular,2,feb,731,1,193,3,failure,no
28984,28984,40,admin.,married,secondary,no,5,no,no,cellular,2,feb,174,1,-1,0,unknown,no
28985,28985,55,management,divorced,tertiary,no,347,yes,no,cellular,2,feb,115,1,-1,0,unknown,no
28986,28986,42,admin.,divorced,secondary,no,814,yes,no,cellular,2,feb,326,5,-1,0,unknown,no
28987,28987,52,technician,married,secondary,no,279,no,yes,cellular,2,feb,72,1,203,3,failure,no
28988,28988,36,blue-collar,single,primary,no,367,no,no,cellular,2,feb,217,1,221,1,failure,no
28989,28989,34,management,married,secondary,no,0,no,no,cellular,2,feb,270,1,-1,0,unknown,no
28990,28990,28,admin.,single,secondary,no,53,no,no,cellular,2,feb,67,1,-1,0,unknown,no
28991,28991,39,services,single,tertiary,no,1222,yes,no,cellular,2,feb,251,1,242,2,failure,no
28992,28992,59,retired,married,primary,no,866,no,yes,cellular,2,feb,88,1,208,1,other,no
28993,28993,41,services,divorced,secondary,no,0,yes,no,cellular,2,feb,20,1,-1,0,unknown,no
28994,28994,44,unemployed,married,secondary,no,0,yes,no,cellular,2,feb,699,1,272,1,failure,yes
28995,28995,44,technician,married,secondary,no,-1317,yes,no,cellular,2,feb,371,1,-1,0,unknown,no
28996,28996,40,services,married,secondary,no,0,yes,yes,cellular,2,feb,226,2,-1,0,unknown,no
28997,28997,56,unemployed,married,secondary,no,0,no,no,telephone,2,feb,492,1,-1,0,unknown,yes
28998,28998,53,self-employed,married,tertiary,no,451,yes,no,cellular,2,feb,125,1,249,2,failure,no
28999,28999,32,management,married,tertiary,no,1852,no,no,cellular,2,feb,175,2,-1,0,unknown,no
29000,29000,26,technician,single,secondary,no,3244,no,no,cellular,2,feb,141,1,5,1,failure,no
29001,29001,51,technician,married,secondary,no,1490,yes,no,cellular,2,feb,177,1,199,2,failure,no
29002,29002,43,technician,married,secondary,no,576,no,no,cellular,2,feb,229,1,-1,0,unknown,no
29003,29003,50,services,married,secondary,no,545,no,no,cellular,2,feb,72,1,-1,0,unknown,no
29004,29004,49,self-employed,married,secondary,no,289,yes,no,cellular,2,feb,243,1,-1,0,unknown,no
29005,29005,47,admin.,divorced,secondary,no,207,yes,no,cellular,2,feb,244,1,271,4,failure,no
29006,29006,32,admin.,divorced,secondary,no,714,no,no,cellular,2,feb,221,1,-1,0,unknown,no
29007,29007,37,services,divorced,secondary,no,490,yes,no,cellular,2,feb,73,1,-1,0,unknown,no
29008,29008,58,retired,married,unknown,no,662,yes,no,cellular,2,feb,389,1,-1,0,unknown,no
29009,29009,53,services,married,secondary,no,1563,yes,no,cellular,2,feb,124,2,5,1,other,no
29010,29010,35,technician,married,secondary,no,1,no,no,cellular,2,feb,215,2,-1,0,unknown,no
29011,29011,55,management,divorced,tertiary,no,-207,no,no,cellular,2,feb,211,1,-1,0,unknown,no
29012,29012,49,blue-collar,single,secondary,no,-367,yes,no,cellular,2,feb,98,1,207,1,failure,no
29013,29013,37,technician,single,secondary,no,194,yes,no,cellular,2,feb,144,1,-1,0,unknown,no
29014,29014,57,unemployed,married,primary,no,5126,yes,no,cellular,2,feb,113,2,-1,0,unknown,no
29015,29015,60,technician,married,secondary,no,216,yes,yes,cellular,2,feb,214,1,-1,0,unknown,no
29016,29016,37,admin.,divorced,secondary,no,506,yes,no,cellular,2,feb,446,2,273,1,failure,no
29017,29017,51,technician,divorced,tertiary,no,3962,yes,no,cellular,2,feb,267,1,-1,0,unknown,no
29018,29018,36,admin.,single,secondary,no,-207,no,no,cellular,2,feb,83,1,-1,0,unknown,no
29019,29019,39,technician,married,secondary,no,186,no,no,cellular,2,feb,171,1,-1,0,unknown,no
29020,29020,42,blue-collar,married,primary,no,199,yes,no,cellular,2,feb,272,1,-1,0,unknown,no
29021,29021,36,admin.,married,secondary,no,854,yes,no,cellular,2,feb,130,1,-1,0,unknown,no
29022,29022,38,management,married,tertiary,no,106,no,no,cellular,2,feb,124,1,-1,0,unknown,no
29023,29023,31,technician,single,secondary,yes,25,no,no,cellular,2,feb,381,1,-1,0,unknown,no
29024,29024,39,student,single,tertiary,no,2103,no,no,cellular,2,feb,588,1,-1,0,unknown,yes
29025,29025,56,management,married,tertiary,no,363,no,no,cellular,2,feb,49,1,-1,0,unknown,no
29026,29026,35,blue-collar,single,secondary,no,278,no,no,cellular,2,feb,60,1,-1,0,unknown,no
29027,29027,47,admin.,married,secondary,no,2152,no,no,cellular,2,feb,138,1,-1,0,unknown,no
29028,29028,38,services,married,secondary,no,-301,no,yes,cellular,2,feb,182,1,-1,0,unknown,no
29029,29029,43,entrepreneur,married,primary,no,629,yes,no,cellular,2,feb,70,3,265,4,other,no
29030,29030,39,blue-collar,married,secondary,no,1044,yes,no,cellular,2,feb,158,1,-1,0,unknown,no
